code,full_text
18M65,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Non-symmetric operads, multicategories, generalized multicategories"
18M70,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Algebraic operads, cooperads, and Koszul duality"
18M75,Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Topological and simplicial operads
18M80,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Species, Hopf monoids, operads in combinatorics"
18M85,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Polycategories/dioperads, properads, PROPs, cyclic operads, modular operads"
18M90,Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: Globular operads
18M99,"Class: Category theory; homological algebra Subclass: Monoidal categories and operads Subsubclass: None of the above, but in this section"
18Nxx,Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra
18N10,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: 2-categories, bicategories, double categories"
18N15,Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: 2-dimensional monad theory
18N20,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: Tricategories, weak n-categories, coherence, semi-strictification"
18N25,Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: Categorification
18N30,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: Strict omega-categories, computads, polygraphs"
18N40,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: Homotopical algebra, Quillen model categories, derivators"
18N45,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: Categories of fibrations, relations to K-theory, relations to type theory"
18N50,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: Simplicial sets, simplicial objects"
18N55,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: Localizations (e.g., simplicial localization, Bousfield localization)"
18N60,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: (∞, 1)-categories (quasi-categories, Segal spaces, etc.); ∞-topoi, stable ∞-categories"
18N65,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: (∞, n) categories and (∞, ∞) categories"
18N70,Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: ∞-operads and higher algebra
18N99,"Class: Category theory; homological algebra Subclass: Higher categories and homotopical algebra Subsubclass: None of the above, but in this section"
19-XX,Class: K-theory
19-00,"Class: K-theory Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to K-theory"
19-01,"Class: K-theory Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to K-theory"
19-02,"Class: K-theory Subclass: Research exposition (monographs, survey articles) pertaining to K-theory"
19-03,Class: K-theory Subclass: History of K-theory
19-04,"Class: K-theory Subclass: Software, source code, etc. for problems pertaining to K-theory"
19-06,"Class: K-theory Subclass: Proceedings, conferences, collections, etc. pertaining to K-theory"
19-08,Class: K-theory Subclass: Computational methods for problems pertaining to K-theory
19-11,Class: K-theory Subclass: Research data for problems pertaining to K-theory
19Axx,Class: K-theory Subclass: Grothendieck groups and K0
19A13,Class: K-theory Subclass: Grothendieck groups and K0 Subsubclass: Stability for projective modules
19A15,Class: K-theory Subclass: Grothendieck groups and K0 Subsubclass: Efficient generation of modules
19A22,"Class: K-theory Subclass: Grothendieck groups and K0 Subsubclass: Frobenius induction, Burnside and representation rings"
19A31,Class: K-theory Subclass: Grothendieck groups and K0 Subsubclass: K0 of group rings and orders
19A49,Class: K-theory Subclass: Grothendieck groups and K0 Subsubclass: K0 of other rings
19A99,"Class: K-theory Subclass: Grothendieck groups and K0 Subsubclass: None of the above, but in this section"
19Bxx,Class: K-theory Subclass: Whitehead groups and K1
19B10,Class: K-theory Subclass: Whitehead groups and K1 Subsubclass: Stable range conditions
19B14,Class: K-theory Subclass: Whitehead groups and K1 Subsubclass: Stability for linear groups
19B28,Class: K-theory Subclass: Whitehead groups and K1 Subsubclass: K1 of group rings and orders
19B37,Class: K-theory Subclass: Whitehead groups and K1 Subsubclass: Congruence subgroup problems
19B99,"Class: K-theory Subclass: Whitehead groups and K1 Subsubclass: None of the above, but in this section"
19Cxx,Class: K-theory Subclass: Steinberg groups and K2
19C09,Class: K-theory Subclass: Steinberg groups and K2 Subsubclass: Central extensions and Schur multipliers
19C20,"Class: K-theory Subclass: Steinberg groups and K2 Subsubclass: Symbols, presentations and stability of K2"
19C30,Class: K-theory Subclass: Steinberg groups and K2 Subsubclass: K2 and the Brauer group
19C40,Class: K-theory Subclass: Steinberg groups and K2 Subsubclass: Excision for K2
19C99,"Class: K-theory Subclass: Steinberg groups and K2 Subsubclass: None of the above, but in this section"
19Dxx,Class: K-theory Subclass: Higher algebraic K-theory
19D06,Class: K-theory Subclass: Higher algebraic K-theory Subsubclass: Q and plus constructions
19D10,Class: K-theory Subclass: Higher algebraic K-theory Subsubclass: Algebraic K-theory of spaces
19D23,Class: K-theory Subclass: Higher algebraic K-theory Subsubclass: Symmetric monoidal categories
19D25,Class: K-theory Subclass: Higher algebraic K-theory Subsubclass: Karoubi-Villamayor-Gersten K-theory
19D35,"Class: K-theory Subclass: Higher algebraic K-theory Subsubclass: Negative K-theory, NK and Nil"
19D45,"Class: K-theory Subclass: Higher algebraic K-theory Subsubclass: Higher symbols, Milnor K-theory"
19D50,Class: K-theory Subclass: Higher algebraic K-theory Subsubclass: Computations of higher K-theory of rings
19D55,Class: K-theory Subclass: Higher algebraic K-theory Subsubclass: K-theory and homology; cyclic homology and cohomology
19D99,"Class: K-theory Subclass: Higher algebraic K-theory Subsubclass: None of the above, but in this section"
19Exx,Class: K-theory Subclass: K-theory in geometry
19E08,Class: K-theory Subclass: K-theory in geometry Subsubclass: K-theory of schemes
19E15,Class: K-theory Subclass: K-theory in geometry Subsubclass: Algebraic cycles and motivic cohomology (K-theoretic aspects)
19E20,Class: K-theory Subclass: K-theory in geometry Subsubclass: Relations of K-theory with cohomology theories
19E99,"Class: K-theory Subclass: K-theory in geometry Subsubclass: None of the above, but in this section"
19Fxx,Class: K-theory Subclass: K-theory in number theory
19F05,Class: K-theory Subclass: K-theory in number theory Subsubclass: Generalized class field theory (K-theoretic aspects)
19F15,Class: K-theory Subclass: K-theory in number theory Subsubclass: Symbols and arithmetic (K-theoretic aspects)
19F27,"Class: K-theory Subclass: K-theory in number theory Subsubclass: Etale cohomology, higher regulators, zeta and L-functions (K-theoretic aspects)"
